date,channel,data_source,campaign,ad_set,impressions,clicks,spend,conversions,video_views
2023-05-20,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1279612,150086,631255.9,2676,14483
2023-05-21,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1558080,164769,624679.52,3270,28611
2023-05-22,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1513663,153570,564452.07,2285,18075
2023-05-23,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1426421,144098,514048.21,2624,19508
2023-05-24,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1666426,192071,709646.37,3987,28400
2023-05-25,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1551305,161812,620024.7,2535,25524
2023-05-26,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1625829,174779,731634.18,3747,20333
2023-05-27,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1404755,160291,600310.81,3114,23228
2023-05-28,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1408119,151413,589139.75,2887,22039
2023-05-29,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1652261,170667,656724.13,2486,33457
2023-05-30,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1664450,181422,740824.57,3988,26479
2023-05-31,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1605172,196353,853166.72,3508,23567
2023-06-01,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1714358,179476,674549.55,3447,22411
2023-06-02,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1545398,165128,622468.9,2644,20593
2023-06-03,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1584539,167835,682978.95,2775,20824
2023-06-04,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1757728,205791,823712.15,4326,31788
2023-06-05,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1419863,145304,614876.32,2729,21355
2023-06-06,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1854722,234118,934226.8,4293,30179
2023-06-07,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1770282,196495,748794.51,4026,32585
2023-06-08,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1423635,150745,602742.1,2934,13799
2023-06-09,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1751033,194107,796315.83,3245,31304
2023-06-10,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1556948,162012,656121.68,3254,23548
2023-06-11,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1678043,185645,741141.51,2920,26813
2023-06-12,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1802149,187413,769252.43,3041,23673
2023-06-13,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1539749,178207,735643.26,3597,20480
2023-06-14,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1745529,194424,811334.86,3296,28102
2023-06-15,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1926293,211867,854510.23,3980,39229
2023-06-16,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1720043,172859,670194.5,2961,29683
2023-06-17,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2036494,230045,906779.64,4244,36346
2023-06-18,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1623563,167954,697438.14,3132,23652
2023-06-19,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1506176,160208,602295.27,2771,20558
2023-06-20,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1587680,176068,703414.4,3325,21025
2023-06-21,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1646640,159782,614978.72,2876,22890
2023-06-22,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1779644,199990,786956.66,4036,18474
2023-06-23,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1902262,220074,920783.39,4570,25431
2023-06-24,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2020749,227452,903770.26,3771,27763
2023-06-25,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1866381,205136,809928.55,3949,27259
2023-06-26,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1678782,181014,665101.75,2963,25679
2023-06-27,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1986550,215826,883341.9,3402,31418
2023-06-28,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1717749,196572,801291.51,3717,25708
2023-06-29,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2315041,237782,1041392.53,3697,31696
2023-06-30,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1822456,188366,733596.1,3496,19286
2023-07-01,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1974031,218156,873066.63,4339,27055
2023-07-02,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1844176,196429,787937.9,2819,23627
2023-07-03,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1877202,216105,924477.89,3797,30126
2023-07-04,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1907174,184341,728057.8,2532,32509
2023-07-05,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2222148,234504,944369.19,3928,38024
2023-07-06,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2226455,250944,1027805.92,4922,37188
2023-07-07,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1892097,199447,800842.85,3414,27813
2023-07-08,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1968523,222082,864472.64,3924,27216
2023-07-09,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1622411,177052,712348.05,3634,21608
2023-07-10,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1969562,202331,850205.37,2662,22862
2023-07-11,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2321371,229926,870586.31,4259,40001
2023-07-12,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2041952,207737,835319.61,3326,29826
2023-07-13,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1724033,194408,749987.03,3620,21025
2023-07-14,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2121483,217880,923826.73,3528,27877
2023-07-15,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2082996,221705,820152.86,4533,27181
2023-07-16,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2003466,237704,925981.41,4116,30245
2023-07-17,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2028355,241267,985918.49,4782,35297
2023-07-18,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2031098,224987,973796.87,4366,28876
2023-07-19,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1722798,196380,786321.96,3125,17110
2023-07-20,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2194783,228348,892598.17,3590,31987
2023-07-21,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2199502,222423,979167.56,3688,32219
2023-07-22,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2175532,232260,867607.58,3761,31532
2023-07-23,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2337362,218995,785584.71,3136,31760
2023-07-24,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2003190,194318,801041.13,3027,31027
2023-07-25,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1965204,212177,835022.86,4060,29770
2023-07-26,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2272990,274152,1051044.12,5315,33967
2023-07-27,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2280107,236171,988743.82,4510,36318
2023-07-28,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2120391,235436,964331.32,3917,29755
2023-07-29,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,3135614,361263,1421803.08,6060,43601
2023-07-30,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2225668,211907,803903.88,4005,40296
2023-07-31,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2463019,243558,1031062.39,3745,40045
2023-08-01,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2450687,287355,1204482.94,4873,41320
2023-08-02,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2297433,235364,951518.14,3314,40799
2023-08-03,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2214993,224604,997599.3,4198,35846
2023-08-04,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2374928,249710,961803.75,4221,40584
2023-08-05,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1933550,210917,793474.69,3732,22132
2023-08-06,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2146202,237803,935735.98,4315,33178
2023-08-07,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2078706,251516,1023642.27,5578,30325
2023-08-08,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2200076,239882,991220.17,4275,41305
2023-08-09,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2485926,265419,1071342.94,5822,42477
2023-08-10,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2021887,205097,853395.72,3509,27460
2023-08-11,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2571198,262712,1007799.8,4942,40724
2023-08-12,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2067448,207773,912356.3,3755,31791
2023-08-13,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2322482,230057,939069.07,3779,37211
2023-08-14,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2431471,246739,1068663.07,3922,30898
2023-08-15,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2221004,230401,962061.78,4110,35114
2023-08-16,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2009910,212118,891390.89,3916,29116
2023-08-17,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2233401,238105,1006922.57,3983,34920
2023-08-18,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2454134,279522,1175987.69,5387,32812
2023-08-19,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2164626,226618,963268.14,4437,29619
2023-08-20,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2506805,266811,1172752.99,5705,44222
2023-08-21,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2376291,226954,945337.23,3916,30022
2023-08-22,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2113276,209555,895720.37,4102,27050
2023-08-23,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2640639,286894,1179930.16,4861,39303
2023-08-24,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2542385,284070,1259078.07,5653,33720
2023-08-25,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2068575,208524,833655.17,3967,26909
2023-08-26,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2453653,266132,1201313.34,4373,37384
2023-08-27,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2446102,258625,1069678.07,4330,28408
2023-08-28,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2733386,284150,1094228.88,5771,34801
2023-08-29,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2270513,263814,1102068.1,4604,44551
2023-08-30,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2257676,235937,946733.98,3553,36199
2023-08-31,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2318548,238867,1034799.37,4721,30883
2023-09-01,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2507209,244636,984626.44,4448,39967
2023-09-02,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2248928,241469,983018.94,4501,36604
2023-09-03,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2553281,274884,1037259.78,4903,44012
2023-09-04,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2367149,221922,904573.53,3311,34829
2023-09-05,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2424267,238107,873337.88,4002,41690
2023-09-06,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2731460,290316,1116592.04,5947,28444
2023-09-07,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2586364,278371,1207882.14,5105,32648
2023-09-08,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2280402,237836,1034063.5,5023,35046
2023-09-09,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2362200,239902,1025761.97,3691,37184
2023-09-10,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2805277,293093,1168670.19,5086,36324
2023-09-11,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2784167,277712,1161725.78,4438,43387
2023-09-12,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2192041,236232,991160.58,3777,29803
2023-09-13,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2230438,215620,853096.54,3416,32066
2023-09-14,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2394039,242378,1095286.14,4254,41430
2023-09-15,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2297533,248360,1090488.43,4702,39161
2023-09-16,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2566277,280829,1169087.67,6225,32737
2023-09-17,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2531083,300242,1266545.64,6203,31945
2023-09-18,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2331168,227572,969442.54,4123,32810
2023-09-19,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2557622,230589,873594.92,3483,38210
2023-09-20,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1923645,180034,750803.04,3275,26007
2023-09-21,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2040323,207412,846591.01,4351,35382
2023-09-22,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2311966,245691,987001.35,4576,36486
2023-09-23,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2244548,197993,826187.96,2618,35719
2023-09-24,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2952026,322850,1490361.76,5554,35867
2023-09-25,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2308797,241838,1057953.0,4335,40695
2023-09-26,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2519491,258754,1066305.31,4625,21805
2023-09-27,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2534840,252513,1102691.43,4479,42779
2023-09-28,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2737123,254145,1155305.49,4108,46810
2023-09-29,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2074311,232961,1036307.25,4357,29096
2023-09-30,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2688652,271145,1157189.81,4261,48030
2023-10-01,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2200845,214959,885763.52,3634,32700
2023-10-02,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2152949,214613,946528.4,4221,32596
2023-10-03,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2280754,227969,991388.02,4179,35953
2023-10-04,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2140948,230898,1029614.35,4366,47464
2023-10-05,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1949488,199410,878808.8,3744,35139
2023-10-06,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1989730,185016,832381.92,2757,32984
2023-10-07,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1995373,198020,824440.93,3104,25832
2023-10-08,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2116793,210646,961212.16,3228,32435
2023-10-09,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1984712,184973,800332.34,2833,26139
2023-10-10,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2391447,222378,1052422.27,3296,40295
2023-10-11,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2025238,187459,776656.61,3237,31018
2023-10-12,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2592750,274052,1278979.79,4592,32331
2023-10-13,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,1776573,187499,813741.66,3029,26972
2023-10-14,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2142862,223505,929922.22,4633,28047
2023-10-15,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2208256,220150,924594.11,3488,33875
2023-10-16,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2239938,224122,949881.87,3789,29269
2023-10-17,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2230620,245914,1082489.3,4716,33597
2023-10-18,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2252578,225876,999842.47,3341,37592
2023-10-19,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2158514,211485,886791.74,3875,32120
2023-10-20,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2040252,200555,865394.04,3490,28809
2023-10-21,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2438192,227928,1091005.08,4099,37688
2023-10-22,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2077352,207174,973822.77,3205,34418
2023-10-23,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2061996,191741,848357.06,2997,25793
2023-10-24,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2444922,254536,1105073.59,4428,38107
2023-10-25,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2360163,206085,899060.56,3074,42399
2023-10-26,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2450707,231342,1034776.7,3106,39923
2023-10-27,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2378661,221685,913554.66,3476,35989
2023-10-28,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2068103,211459,907240.86,3085,33998
2023-10-29,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2199218,223235,889969.77,3906,35227
2023-10-30,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2268169,246322,1093601.11,3504,37868
2023-10-31,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2262696,199646,897818.83,2389,23636
2023-11-01,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2260865,234504,997587.16,4379,26010
2023-11-02,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2303900,250747,1180000.69,4293,39767
2023-11-03,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2271712,199266,816649.55,2621,26381
2023-11-04,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2214977,214455,868375.66,3895,35225
2023-11-05,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2470082,234263,1035782.06,3819,35094
2023-11-06,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2238050,215764,993533.69,3764,28554
2023-11-07,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2516020,253626,1204110.44,4184,39719
2023-11-08,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2410500,233573,1000068.09,4776,37247
2023-11-09,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2406840,258423,1194414.04,4339,47530
2023-11-10,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2405955,238313,1043863.06,4614,32706
2023-11-11,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2541160,266120,1158691.3,4610,46351
2023-11-12,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2280636,224811,1031742.33,3078,36017
2023-11-13,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2274532,221344,1005322.77,3758,30735
2023-11-14,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2205572,195458,792535.15,2973,37049
2023-11-15,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2379217,241538,1142513.9,3652,38716
2023-11-16,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2453313,236137,1112772.45,3434,36997
2023-11-17,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2618767,271152,1158765.37,4661,40850
2023-11-18,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2621858,254966,1147882.09,4271,35806
2023-11-19,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2112147,194867,882186.11,2253,27757
2023-11-20,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2655182,272706,1221414.97,5152,44364
2023-11-21,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2154270,232071,998546.31,3955,31228
2023-11-22,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2327607,207499,887903.12,2668,34494
2023-11-23,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2570362,246127,1089199.93,4292,40173
2023-11-24,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2360005,221426,1039437.15,3449,36808
2023-11-25,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2438701,244092,1112607.1,4561,28737
2023-11-26,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2602568,258924,1128520.49,4475,46570
2023-11-27,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2472944,245123,1131370.86,4043,37768
2023-11-28,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2203608,211325,805970.34,3321,32049
2023-11-29,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2500412,217969,1025805.25,3315,39930
2023-11-30,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2019038,223517,908910.41,3948,31360
2023-12-01,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2615408,248363,1086913.25,3590,43745
2023-12-02,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2493224,233289,982294.33,3854,40416
2023-12-03,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2169652,230496,962239.93,4016,36049
2023-12-04,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2267781,209297,989161.85,3225,40910
2023-12-05,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2280136,209107,912872.81,3539,38735
2023-12-06,Programmatic,Amazon Ad Server (Sizmek),Profound intangible policy,Profound intangible policy AS-2,2514773,223048,1015062.68,3255,36813
